7.04,8.51,9.41,10.04,10.58,11.03,11.43,11.75,12.01,12.20
9.81,11.40,12.29,12.90,13.47,13.98,14.36,14.70,15.11,15.28
12.08,13.91,14.96,15.68,16.35,16.81,17.24,17.51,17.87,18.12
14.26,16.11,17.31,18.00,18.45,18.84,19.22,19.61,19.92,20.07
16.14,18.14,19.10,19.84,20.50,20.96,21.42,21.68,21.95,22.28
17.97,20.01,21.16,22.08,22.64,23.02,23.35,23.70,24.10,24.37
19.70,21.79,22.87,24.06,24.68,25.10,25.66,25.97,26.29,26.50
21.41,23.62,24.74,25.63,26.39,26.73,27.29,27.56,28.06,28.46
23.06,25.54,26.68,27.60,28.25,28.79,29.19,29.52,29.94,30.43
24.65,26.92,28.26,29.18,29.88,30.40,30.90,31.40,31.75,32.03
8.58,10.13,11.14,11.83,12.25,12.66,13.08,13.35,13.75,13.89
11.47,12.95,14.03,14.85,15.29,15.80,16.16,16.44,16.77,16.84
13.98,15.72,16.83,17.61,18.14,18.74,19.09,19.41,19.68,19.77
16.19,18.11,18.93,19.64,20.19,20.54,21.21,21.42,21.72,21.97
18.23,19.91,20.99,21.71,22.37,22.77,23.15,23.42,24.04,24.42
20.08,22.11,23.04,23.77,24.43,24.75,24.96,25.22,25.61,25.93
21.87,24.17,25.13,26.03,26.65,27.06,27.37,27.90,28.18,28.36
23.70,25.75,26.81,27.65,28.48,28.80,29.08,29.30,29.50,29.69
25.65,27.66,28.91,29.67,30.52,30.96,31.48,31.77,31.94,32.33
27.03,29.24,30.45,31.45,32.12,32.50,32.84,33.12,33.22,33.85
10.18,11.86,12.66,13.40,13.89,14.32,14.73,14.89,15.22,15.29
12.96,14.92,15.81,16.51,16.84,17.18,17.61,17.84,18.32,18.76
15.76,17.70,18.87,19.42,19.77,20.45,20.57,20.82,21.51,22.00
18.13,19.70,20.66,21.46,21.97,22.52,22.79,22.82,23.03,23.13
19.95,21.72,22.81,23.47,24.42,24.83,25.28,25.59,25.98,26.29
22.15,23.79,24.76,25.22,25.93,26.58,26.99,27.11,27.40,27.76
24.20,26.03,27.06,27.91,28.36,28.72,29.17,29.43,29.66,30.00
25.77,27.72,28.80,29.33,29.69,30.02,30.46,30.74,30.90,31.07
27.69,29.67,31.00,31.78,32.33,33.06,33.51,33.68,34.16,34.58
29.27,31.47,32.54,33.15,33.85,34.32,34.45,34.76,34.94,35.15
12.29,13.89,14.80,15.28,15.76,16.27,16.63,16.77,16.81,17.01
15.37,16.84,17.72,18.67,19.17,19.46,19.74,19.93,20.12,20.53
18.26,19.77,20.75,21.98,22.46,22.69,22.93,23.11,23.12,23.15
20.23,21.97,22.80,23.06,23.76,24.55,24.85,25.11,25.53,25.57
22.40,24.42,25.53,26.17,26.53,26.77,26.96,27.10,27.35,27.37
24.45,25.93,27.09,27.56,28.20,29.61,29.62,30.27,30.45,30.56
26.71,28.36,29.30,29.86,30.52,30.89,30.95,31.03,31.11,31.17
28.51,29.69,30.65,31.03,31.87,32.42,32.67,33.00,33.11,33.45
30.62,32.33,33.51,34.28,34.94,35.71,36.03,36.34,36.48,36.49
32.16,33.85,34.58,35.14,36.15,36.76,36.92,37.37,37.87,37.96
