8.02,9.56,10.45,11.07,11.65,12.07,12.47,12.70,13.07,13.34
11.02,12.79,13.72,14.45,14.90,15.35,15.81,16.12,16.44,16.58
13.43,15.26,16.38,17.07,17.52,17.91,18.35,18.61,18.92,19.19
15.53,17.54,18.55,19.30,19.80,20.15,20.48,20.73,20.94,21.10
17.42,19.38,20.46,21.37,21.96,22.47,22.77,23.23,23.56,23.81
19.38,21.51,22.81,23.64,24.19,24.59,24.86,25.27,25.53,25.87
21.23,23.41,24.51,25.07,25.75,26.30,26.74,27.06,27.46,27.70
22.92,25.15,26.38,27.09,27.77,28.15,28.61,28.90,29.19,29.49
24.75,26.99,28.11,29.03,29.69,30.18,30.61,30.93,31.14,31.46
26.13,28.40,29.68,30.62,31.25,31.81,32.37,32.78,33.09,33.53
9.63,11.14,12.16,12.83,13.45,14.05,14.29,14.50,14.69,14.88
12.89,14.50,15.42,16.16,16.61,17.02,17.27,17.55,17.76,17.97
15.37,17.15,17.97,18.72,19.23,19.59,19.94,20.31,21.05,21.20
17.60,19.33,20.22,20.75,21.15,21.55,21.90,22.27,22.63,22.83
19.50,21.43,22.57,23.33,23.90,24.34,24.62,25.14,25.34,25.51
21.59,23.72,24.66,25.29,25.89,26.36,26.84,27.10,27.26,27.40
23.50,25.17,26.34,27.19,27.96,28.25,28.64,28.84,28.97,29.14
25.22,27.18,28.21,28.99,29.54,30.05,30.45,30.79,31.29,31.75
27.08,29.10,30.24,30.99,31.48,32.46,32.71,32.89,33.15,33.43
28.49,30.65,31.90,32.83,33.57,34.27,34.53,35.01,35.33,35.65
11.17,12.88,14.05,14.50,15.03,15.37,15.56,15.73,16.02,16.39
14.53,16.19,17.02,17.55,17.98,18.15,18.46,18.74,18.98,19.22
17.17,18.75,19.61,20.31,21.33,21.59,21.78,22.07,22.41,22.73
19.35,20.76,21.60,22.27,22.84,23.44,23.74,24.14,24.36,24.54
21.47,23.34,24.37,25.14,25.58,25.79,25.96,26.39,26.60,26.84
23.73,25.41,26.37,27.10,27.42,28.02,28.39,28.75,29.13,29.44
25.23,27.24,28.25,28.84,29.14,29.72,30.41,30.76,31.09,31.43
27.21,29.01,30.09,30.79,31.80,32.50,32.81,32.86,33.20,33.60
29.13,31.04,32.48,32.89,33.47,33.98,34.25,34.74,34.88,35.07
30.67,32.87,34.27,35.01,35.86,36.32,36.65,36.90,37.15,37.41
13.58,15.03,15.62,16.39,16.60,16.90,17.04,17.27,17.32,17.61
16.64,17.98,18.66,19.22,20.03,20.87,20.97,21.19,21.43,21.74
19.25,21.33,22.01,22.73,23.13,23.48,23.70,23.79,23.84,24.59
21.20,22.84,24.04,24.54,24.96,25.36,25.51,25.58,25.63,25.88
23.99,25.58,26.32,26.84,27.39,27.86,27.90,28.32,28.38,28.39
25.95,27.42,28.60,29.44,30.18,30.52,30.64,30.99,31.25,31.33
28.01,29.14,30.61,31.43,32.56,32.75,32.90,33.25,33.25,33.85
29.60,31.80,32.84,33.60,34.23,34.57,34.75,35.01,35.50,35.65
31.66,33.47,34.60,35.07,35.49,37.08,37.12,37.23,37.47,37.68
33.62,35.86,36.68,37.41,38.20,38.70,38.91,39.09,39.11,39.12

