6.72,8.13,9.07,9.66,10.17,10.59,10.95,11.28,11.64,11.89
9.37,10.92,11.90,12.50,12.89,13.38,13.84,14.15,14.41,14.66
11.59,13.43,14.43,15.16,15.72,16.24,16.69,16.95,17.32,17.42
13.72,15.59,16.67,17.53,18.17,18.52,18.84,19.12,19.43,19.67
15.51,17.59,18.76,19.43,20.02,20.53,20.91,21.21,21.59,21.70
17.39,19.49,20.65,21.37,22.07,22.57,22.90,23.12,23.38,23.63
19.11,21.24,22.42,23.20,24.13,24.68,25.00,25.31,25.76,26.03
20.86,23.09,24.30,25.14,25.76,26.27,26.59,27.06,27.41,27.58
22.38,24.80,26.10,26.88,27.47,28.05,28.40,28.79,29.16,29.51
23.95,26.33,27.50,28.50,29.13,29.52,30.07,30.43,30.87,31.17
8.22,9.71,10.66,11.34,11.93,12.30,12.68,12.92,13.21,13.61
10.98,12.55,13.46,14.22,14.78,15.37,15.81,16.13,16.44,16.69
13.47,15.25,16.36,17.08,17.51,18.08,18.44,18.89,19.01,19.35
15.67,17.61,18.54,19.21,19.80,20.22,20.53,21.06,21.31,21.55
17.66,19.50,20.63,21.40,21.72,22.19,22.72,23.01,23.24,23.67
19.55,21.44,22.64,23.19,23.75,24.28,24.46,24.75,24.96,25.02
21.33,23.31,24.75,25.38,26.10,26.47,26.87,27.15,27.37,27.74
23.19,25.23,26.39,27.19,27.63,28.09,28.49,28.70,28.83,29.02
24.91,26.92,28.10,28.93,29.64,30.29,30.87,31.09,31.39,31.67
26.38,28.56,29.62,30.48,31.23,31.96,32.20,32.38,32.72,32.90
9.77,11.34,12.31,12.99,13.61,13.87,14.25,14.37,14.73,14.86
12.59,14.22,15.39,16.14,16.69,17.00,17.18,17.53,17.65,17.83
15.28,17.08,18.10,18.91,19.35,19.70,20.00,20.21,20.53,20.72
17.67,19.22,20.25,21.19,21.55,21.88,22.18,22.52,22.77,22.82
19.51,21.42,22.28,23.04,23.67,24.20,24.47,24.79,24.94,25.28
21.47,23.21,24.28,24.76,25.02,25.70,26.07,26.43,26.73,26.95
23.36,25.47,26.47,27.20,27.74,28.21,28.40,28.63,29.09,29.29
25.26,27.19,28.10,28.70,29.02,29.41,29.62,29.91,30.11,30.46
26.96,28.98,30.34,31.13,31.67,31.89,32.26,32.84,33.14,33.51
28.62,30.50,31.97,32.39,32.90,33.20,33.90,34.33,34.53,34.76
11.94,13.61,14.31,14.80,15.26,15.76,15.87,16.23,16.33,16.63
14.92,16.69,17.41,17.72,18.27,19.06,19.17,19.23,19.54,19.74
17.60,19.35,20.02,20.64,21.23,21.98,22.19,22.54,22.90,22.93
19.82,21.55,22.27,22.80,23.06,23.76,23.97,24.55,24.78,24.85
21.75,23.67,24.60,25.18,25.76,26.29,26.42,26.53,26.65,26.67
23.80,25.02,26.24,26.77,27.27,27.76,28.12,28.48,28.56,28.80
26.16,27.74,28.50,29.17,29.66,30.52,30.66,30.89,30.93,30.95
27.71,29.02,29.71,30.20,30.78,31.03,31.80,32.42,32.42,32.47
29.67,31.67,32.52,33.28,33.81,34.81,35.22,35.54,35.71,36.03
31.38,32.90,34.12,34.68,35.00,36.15,36.76,36.92,37.14,37.37
