7.42,9.05,9.97,10.49,10.91,11.29,11.86,12.26,12.57,12.84
10.37,12.19,13.20,13.79,14.37,14.68,15.07,15.42,15.81,16.09
12.77,14.54,15.64,16.46,16.94,17.35,17.68,17.93,18.35,18.55
14.81,16.70,17.84,18.51,19.13,19.50,19.93,20.15,20.46,20.67
16.65,18.61,19.74,20.46,21.04,21.56,21.96,22.46,22.72,22.96
18.65,20.63,22.03,22.90,23.57,24.08,24.38,24.73,25.10,25.29
20.34,22.55,23.84,24.59,24.97,25.48,26.18,26.48,26.86,26.97
22.01,24.24,25.49,26.31,26.98,27.55,27.92,28.16,28.64,28.89
23.79,26.14,27.34,28.16,28.83,29.33,29.86,30.23,30.46,30.74
25.29,27.59,28.75,29.71,30.35,30.99,31.41,31.82,32.25,32.61
9.10,10.55,11.36,12.35,12.97,13.45,13.88,14.12,14.45,14.51
12.25,13.83,14.73,15.46,16.13,16.55,16.82,17.07,17.34,17.58
14.60,16.53,17.43,17.98,18.61,19.02,19.25,19.61,19.94,20.35
16.76,18.56,19.53,20.24,20.72,21.13,21.55,21.83,22.08,22.40
18.68,20.57,21.60,22.55,23.00,23.63,24.13,24.48,24.82,25.14
20.76,23.01,24.14,24.77,25.48,25.89,26.25,26.77,26.96,27.14
22.62,24.64,25.57,26.54,27.04,27.51,28.14,28.44,28.74,28.87
24.34,26.42,27.66,28.25,28.99,29.34,29.86,30.29,30.50,30.68
26.20,28.23,29.44,30.31,30.77,31.35,31.91,32.60,32.71,32.86
27.64,29.78,31.02,31.90,32.71,33.32,33.95,34.29,34.52,34.81
10.56,12.37,13.46,14.13,14.51,14.88,15.37,15.47,15.62,15.79
13.86,15.51,16.55,17.07,17.58,17.98,18.19,18.55,18.92,19.02
16.55,17.99,19.06,19.65,20.35,21.40,21.57,21.76,22.07,22.53
18.62,20.30,21.18,21.86,22.40,22.83,23.42,23.63,23.77,24.14
20.59,22.57,23.66,24.50,25.14,25.46,25.77,25.87,26.02,26.34
23.05,24.79,25.91,26.80,27.14,27.42,27.85,28.10,28.55,28.89
24.65,26.56,27.53,28.51,28.87,29.08,29.43,29.85,30.35,30.68
26.50,28.29,29.36,30.34,30.68,31.82,32.42,32.64,32.82,33.08
28.25,30.31,31.41,32.60,32.86,33.39,33.79,34.00,34.35,34.75
29.80,31.90,33.34,34.31,34.81,35.65,36.23,36.36,36.65,36.72
13.00,14.51,15.44,15.73,16.39,16.60,16.78,16.90,16.99,17.04
16.19,17.58,18.31,18.98,19.63,20.09,20.30,20.87,20.97,21.13
18.72,20.35,21.60,22.35,22.96,23.37,23.53,23.71,23.79,23.84
20.75,22.40,23.55,24.13,24.54,24.96,25.11,25.50,25.56,25.58
23.12,25.14,25.79,26.32,26.60,26.96,27.39,27.51,27.75,27.75
25.50,27.14,27.92,28.75,29.44,30.12,30.18,30.29,30.52,30.64
27.19,28.87,29.51,30.43,31.38,32.56,32.62,32.87,32.90,33.25
29.01,30.68,32.52,32.86,33.27,34.10,34.26,34.38,34.57,34.72
30.81,32.86,33.92,34.60,35.07,35.66,37.08,37.12,37.22,37.23
32.80,34.81,36.32,36.65,37.15,38.20,38.60,38.70,38.80,39.09
