7.04,6.28,5.21,4.41,3.47
9.81,8.63,7.54,6.51,5.27
12.08,10.75,9.51,8.29,6.90
14.26,12.60,11.21,9.97,8.37
16.14,14.37,12.90,11.50,9.79
17.97,16.02,14.45,13.00,11.19
19.70,17.67,16.04,14.55,12.59
21.41,19.16,17.47,15.88,13.89
23.06,20.82,19.07,17.38,15.23
24.65,22.26,20.42,18.73,16.54
8.58,7.22,5.96,4.99,3.91
11.47,9.75,8.36,7.19,5.85
13.98,11.99,10.39,9.05,7.46
16.19,13.77,12.17,10.79,9.09
18.23,15.62,13.93,12.38,10.52
20.08,17.37,15.58,13.90,11.94
21.87,18.98,17.23,15.55,13.40
23.70,20.62,18.69,16.96,14.77
25.65,22.35,20.18,18.40,16.11
27.03,23.80,21.62,19.79,17.44
10.18,8.14,6.72,5.51,4.34
12.96,10.75,9.15,7.81,6.38
15.76,13.13,11.23,9.72,8.03
18.13,14.99,13.06,11.55,9.66
19.95,16.92,14.98,13.25,11.21
22.15,18.62,16.50,14.68,12.63
24.20,20.40,18.25,16.41,14.18
25.77,21.97,19.71,17.91,15.52
27.69,23.68,21.28,19.29,16.88
29.27,24.99,22.74,20.81,18.26
12.29,9.36,7.60,6.19,4.91
15.37,12.15,10.27,8.65,7.00
18.26,14.45,12.16,10.56,8.71
20.23,16.55,14.26,12.42,10.53
22.40,18.37,16.16,14.25,12.14
24.45,20.06,17.57,15.73,13.44
26.71,21.87,19.42,17.44,15.02
28.51,23.58,20.96,19.00,16.56
30.62,25.32,22.72,20.38,17.87
32.16,26.82,24.41,22.09,19.27
